establecimiento_nombre,provincia_nombre,establecimiento_id,localidad_nombre,departamento_nombre,cp
MAS ODONTOLOGIA,CHUBUT,50260352330217,ESQUEL,FUTALEUFÚ,9200
LABORATORIO CENTRO DE DIAGNOSTICO HURLINGHAM,BUENOS AIRES,51064082321457,HURLINGHAM,HURLINGHAM,1686
CONSULTORIO OFTALMOLOGICO - BRUGHETTI,BUENOS AIRES,50064412321467,LA PLATA,LA PLATA,1900
ABUELOS HOUSE,BUENOS AIRES,15064342321472,LANUS ESTE,LANÚS,1824
CRECER,CHUBUT,50260352330223,ESQUEL,FUTALEUFÚ,9200
HOGAR DE PROTECCION INTEGRAL PARA MUJERES VICTIMAS DE VIOLENCIA DE GENERO.-,MENDOZA,14500072161528,3A. SECCION,CAPITAL,5500
DIRECCION DE GENERO Y DIVERSIDAD.-,MENDOZA,50500072161529,2A. SECCION,CAPITAL,5500
YOYA NORMA GRACIELA LABORATORIO DE ANALISIS CLINICOS,ENTRE RÍOS,51300152343953,CONCORDIA,CONCORDIA,3200
ESTANCIA COMODORO,CHUBUT,15260212330225,COMODORO RIVADAVIA,ESCALANTE,3240
LOS JUNCOS,CHUBUT,50260772330226,TRELEW,RAWSON,9100
SERVICIO DE TRASLADO PROGRAMADO  PLATERO,TUCUMÁN,53901192399436,YERBA BUENA - MARCOS PAZ,YERBA BUENA,4124
CONSULTORIOS MEDICOS KINESICO,LA RIOJA,50460142355776,LA RIOJA,CAPITAL,5300
CASA JARDIN,BUENOS AIRES,15068612321235,MUNRO,VICENTE LÓPEZ,1605
ECCO EMERGENCIAS Y PREVENCION - MENDOZA.-,MENDOZA,53500282361509,SAN JOSE,GUAYMALLÉN,5519
LABORATORIO DE ANALISIS CLINICOS LLAMBI CAMPBELL,SANTA FE,51820632389065,LLAMBI CAMPBELL,LA CAPITAL,3036
CENTRO DE SALUD NAHUEL MAPA,SAN LUIS,50740422181052,NAHUEL MAPA,GOBERNADOR DUPUY,6279
DIRECCION DE ZOONOSIS DE JOSE C PAZ,BUENOS AIRES,50064122221326,JOSE C. PAZ,JOSÉ C. PAZ,3044
CONSULTORIO MEDICO  URUEÑA,TUCUMÁN,50900842399255,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
CENTRO DE TERAPIA RADIANTE DR JOSE MIECHI,SANTA FE,52820842389086,ROSARIO,ROSARIO,2000
CONSULTORIO MEDICOS DEL SINDICATO DE EMPLEADOS DE COMERCIO DE CAUCETE,SAN JUAN,50700353078494,CAUCETE,CAUCETE,5442
CENTRO MEDICO VILLA MARTELLI -IOSFA-,BUENOS AIRES,50068612421339,VILLA MARTELLI,VICENTE LÓPEZ,1603
LABORATORIO DE ANALISIS CLINICOS ROCHA,BUENOS AIRES,51064412321347,LA PLATA,LA PLATA,1900
SERVICIO DE RASLADO SANITARIO MAYER,TUCUMÁN,53901192399318,YERBA BUENA - MARCOS PAZ,YERBA BUENA,4124
TE CUIDAMOS EN CASA,BUENOS AIRES,53063712321423,CIUDAD DEL LIBERTADOR GENERAL SAN MARTIN,GENERAL SAN MARTÍN,1650
SF LABORATORIO,SALTA,51660282174629,SALTA,CAPITAL,4400
INTERNACION DOMICILIARIA NAPAY SUNQU,JUJUY,52380212351186,SAN SALVADOR DE JUJUY,DR. MANUEL BELGRANO,4600
CONSULTORIO ODONTOLOGICO PANICO,TUCUMÁN,50900842399435,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
CONSULTORIO DE PSICLOGIA SANCHEZ,TUCUMÁN,50900842399236,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
DISPOSITIVO DE TESTEO COVID 19 DE CAMPAÑA - SEDE MORON,BUENOS AIRES,53065682121287,MORON,MORÓN,1744
VACUNATORIO DE CAMPAÑA COVID 19 LA FONTANA,SANTA FE,53820282189098,VILLA CONSTITUCION,CONSTITUCIÓN,2919
VACUNATORIO DE CAMPAÑA COVID 19 SUM COMUNAL PILAR,SANTA FE,53820702189109,PILAR,LAS COLONIAS,3085
CENTRO OFTALMOLOGICO SUR,LA RIOJA,50460142355775,LA RIOJA,CAPITAL,5300
OPTICA NEO VISION 3,SAN JUAN,53700842378497,BARRIO CAMUS,RIVADAVIA,5400
OPTICA SAN JUAN,TUCUMÁN,53900842399437,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
PUESTO FIJO EL NOGALAR,SALTA,50660422174633,CHICOANA,CHICOANA,4423
LABORATORIO DE ANALISIS CLINICOS SAN LUIS - COMODORO,CHUBUT,51260212330228,COMODORO RIVADAVIA,ESCALANTE,3240
LABORATORIO DE ANALISIS CLINICOS DRA. MARIA LUJAN VALLI,BUENOS AIRES,51067282321484,SAN ANDRES DE GILES,SAN ANDRÉS DE GILES,6720
LABORATORIO DE ANATOMIA PATOLOGICA DR. SYLVESTRE BEGNIS,SANTA FE,51820842389124,ROSARIO,ROSARIO,2000
CONSULTORIOS MEDICOS DR ALBERTO ARTURO PORETTI,CHUBUT,50260212330232,COMODORO RIVADAVIA,ESCALANTE,3240
LABORATORIO DE ANALISIS BIOLOGICOS,CHUBUT,51260352330234,ESQUEL,FUTALEUFÚ,9200
CENTRO DE DIA PLURAL,BUENOS AIRES,52066582321487,QUILMES,QUILMES,1878
HOGAR PARA DISCAPACITADOS AIRES DE CITY BELL (1),BUENOS AIRES,14064412321489,CITY BELL,LA PLATA,1896
HOGAR Y CENTRO DE DIA EL ENCUENTRO,BUENOS AIRES,14066382321494,DEL VISO,PILAR,1669
LABORATORIO DE ANALISIS CLINICOS DRA. JORGELINA CASTIGLIONE,BUENOS AIRES,51061122321495,BRAGADO,BRAGADO,6640
CONSULTORIO DE KINESIOLOGIA KRAUS,CHUBUT,52260772330144,TRELEW,RAWSON,9100
DIENST CONSULTING S.A,BUENOS AIRES,50064412321237,LA PLATA,LA PLATA,1900
NODOD DE VACUNACION POR COVID-19 BELLA VISTA,TUCUMÁN,53900562199215,BELLA VISTA,LEALES,4168
HOGAR Y CENTRO DE DIA ALAS,BUENOS AIRES,14065602321269,LA REJA,MORENO,1744
LABORATORIO DE ANALISIS CLINICOS GABRIELA N. MIRLENI,SANTA FE,51820562889112,CAÑADA DE GOMEZ,IRIONDO,2500
RED DE CUIDADOS DOMICILIARIOS,BUENOS AIRES,53060492321413,AZUL,AZUL,7300
SERVICIO DE TRASLADO PROGRAMADO PARA PACIENTES COMPENSADOS CANTO,TUCUMÁN,53900772399411,AGUILARES,RÍO CHICO,4152
CENTRO MEDICO LANUS,BUENOS AIRES,50064342321496,LANUS ESTE,LANÚS,1824
CONSULTORIO DE PSIQUIATRIA,TUCUMÁN,50900842399441,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
LABORATORIO DE INVESTIGACION EN MEDICINA MOLECULAR Y CELULAR APLICADA MMCA,TUCUMÁN,51900842999442,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
MOVIL DE TRASLADO PROGRAMADO PARA PACIENTES COMPENSADOS,TUCUMÁN,53900772399443,SANTA ANA,RÍO CHICO,4155
DIRECCION GENERAL DE RECURSOS HUMANOS DE SALUD DEL SISTEMA PROVINCIAL DE SALUD,TUCUMÁN,53900842199445,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
DEPARTAMENTO DE SALUD OCUPACIONAL DEL SISTEMA PROVINCIAL DE SALUD,TUCUMÁN,52900842199447,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
UNIDAD SANITARIA N° 22,BUENOS AIRES,50064413221499,LISANDRO OLMOS,LA PLATA,1901
VACUNATORIO CAMPAÑA COVID 19 - DPSP,BUENOS AIRES,53064413221502,TOLOSA,LA PLATA,1900
LABORATORIO DE ANALISIS CLINICOS DRA. ELENA BOIANO,BUENOS AIRES,51064902321504,BANFIELD,LOMAS DE ZAMORA,1828
ARTIKULAR,CHUBUT,50260212330086,COMODORO RIVADAVIA,ESCALANTE,3240
DECO OPTICA RADA TILLY,CHUBUT,53260212330088,RADA TILLY,ESCALANTE,9001
ARGENTINA BIOANALISIS.-,MENDOZA,51500702361503,LUZURIAGA,MAIPÚ,5513
FOONSECA MEDICINA ESTETICA,CHUBUT,52260212330089,COMODORO RIVADAVIA,ESCALANTE,3240
LABORATORIO DE ANALISIS CLINICOS CENTRO INTEGRAL DE BIENESTAR Y SALUD,SANTA FE,51820632889042,SANTA FE,LA CAPITAL,3000
LABORATORIO MICROLAB,JUJUY,51380352351170,LIBERTADOR GENERAL SAN MARTIN,LEDESMA,4514
LABORATORIO DE ANALISIS CLINICOS GOMEZ ZANNI,SANTIAGO DEL ESTERO,51860352393516,LA BANDA,BANDA,4300
CONSULTORIO MEDICO WILLIAM ERNESTO ORRALA GUERRERO,TIERRA DEL FUEGO,50940072395606,RIO GRANDE,RÍO GRANDE,9420
OPTICA TREVELIN,CHUBUT,53260352330112,TREVELIN,FUTALEUFÚ,9203
ARCUBA CENTRO DE NEUROREHABILITACION Y TRAUMATOLOGIA,CHUBUT,52260772330119,TRELEW,RAWSON,9100
UNIDAD MOVIL  - TREN SANITARIO - DIR. PROV. DE HOSPITALES,BUENOS AIRES,50064412121184,LA PLATA,LA PLATA,1900
CENTRO DE MEDICINA ESTETICA A-V,JUJUY,50380212351175,SAN SALVADOR DE JUJUY,DR. MANUEL BELGRANO,4600
LABORATORIO DE ANALISIS CLINICOS MARITATO DE PISCIONE,BUENOS AIRES,51064902321187,LOMAS DE ZAMORA,LOMAS DE ZAMORA,1832
BIOMETRICA - LABORATORIO DE ANALISIS CLINICOS Y MICROBIOLOGICOS,BUENOS AIRES,51064412321189,LA PLATA,LA PLATA,1900
LABORATORIO DE ANALISIS CLINICOS DRA. ADRIANA MANGONI,BUENOS AIRES,51065322321190,MERCEDES,MERCEDES,6600
LABORATORIO DE ANALISIS CLINICOS BIOQ BEATRIZ MARTINELLI,SANTA FE,51820842389049,ROSARIO,ROSARIO,2000
C.P.A. D AQUINO ODONTOLOGIA.-,MENDOZA,50500072361504,2A. SECCION,CAPITAL,5500
LABORATORIO DE ANALISIS CLINICOS MEFIFAM,SANTIAGO DEL ESTERO,51860772393519,LOS JURIES,GENERAL TABOADA,3760
OPTICA BAHER COMODORO,CHUBUT,53260212330194,COMODORO RIVADAVIA,ESCALANTE,3240
ADOS COMODORO RIVADAVIA CONSULTORIOS EXTERNOS,CHUBUT,50260212330203,COMODORO RIVADAVIA,ESCALANTE,3240
LABORATORIO DE ANALISIS CLINICOS . BIOQ SANTILLAN MARIA,CATAMARCA,51100352124934,BELEN,BELÉN,4750
INSTITUTO DE OFTALMOLOGIA TRELEW,CHUBUT,50260772330215,TRELEW,RAWSON,9100
CONSULTORIO ODONTOLOGICO Y IMPLANTES GJURKAN,CHUBUT,50260212330218,COMODORO RIVADAVIA,ESCALANTE,3240
VACUNATORIO HOSPITAL NIVEL I CORPUS CHRITIS,MISIONES,53540982166206,CORPUS,SAN IGNACIO,3327
ABRAHAM LABORATORIOS - SEDE ESPAÑA,BUENOS AIRES,51063572321505,MAR DEL PLATA,GENERAL PUEYRREDÓN,7600
ABRAHAM LABORATORIOS - SEDE CONSTITUCION,BUENOS AIRES,51063572321506,MAR DEL PLATA,GENERAL PUEYRREDÓN,7600
LABORATORIO DE ANATOMIA PATOLOGICA LABORATORIO CITOLOGICO BRAÑA,SAN JUAN,51700282378498,SAN JUAN,CAPITAL,5400
SERVICIO DE TRASLADO SANITARIO JUAREZ,TUCUMÁN,53901192399449,YERBA BUENA - MARCOS PAZ,YERBA BUENA,4124
CENTRO DE APOYO A LA INTEGRACION ESCOLAR DEL PILAR,TUCUMÁN,52901192399452,YERBA BUENA - MARCOS PAZ,YERBA BUENA,4124
LABORATORIO RM,BUENOS AIRES,51065682321192,MORON,MORÓN,1744
HOSPITAL VICEINTENDENTA VERONICA BAILONE,SAN LUIS,10740352181045,VILLA MERCEDES,GENERAL PEDERNERA,5730
LABORATORIO DE ANALISIS CLINCOS BIOQUIMICA TESONIERO ANDREA,NEUQUÉN,51580422368651,CHOS MALAL,CHOS MALAL,8316
VACUNATORIO HOSPITAL NIVEL I GOBERNADOR ROCA,MISIONES,53540982166197,GOBERNADOR ROCA,SAN IGNACIO,3324
5 SENTIDOS,CHUBUT,52260772330142,TRELEW,RAWSON,9100
VACUNATORIO HOSPITAL NIVEL I SANTA ANA,MISIONES,53540212166198,SANTA ANA,CANDELARIA,3316
POSITIVO REHABILITACION KM3,CHUBUT,52260212330151,COMODORO RIVADAVIA,ESCALANTE,3240
VITTAL- BASE SATELITE,BUENOS AIRES,53064082321228,HURLINGHAM,HURLINGHAM,1686
C.A.P.S. PIÑALITO SUR,MISIONES,50541122166200,SAN PEDRO,SAN PEDRO,3364
FISIOESQUEL-,CHUBUT,52260352330159,ESQUEL,FUTALEUFÚ,9200
OPTICA LOOK VISION,CHUBUT,53260212330161,COMODORO RIVADAVIA,ESCALANTE,3240
KINETICS CENTRO DE SALUD,CHUBUT,50260212330162,COMODORO RIVADAVIA,ESCALANTE,3240
CENTRO DE ESPECIALIDADES MEDICO ODONTOLOGICOS,CHUBUT,50260912330164,SARMIENTO,SARMIENTO ,9020
PROFESIONALES DEL SUR,BUENOS AIRES,53066582321236,QUILMES,QUILMES,1878
LABORATORIO DE ANALISIS CLINICOS BIOQ. YAMILA MATTIO,SANTA FE,51820842389060,VILLA GOBERNADOR GALVEZ,ROSARIO,2124
ARTRO,BUENOS AIRES,50064902321247,LOMAS DE ZAMORA,LOMAS DE ZAMORA,1832
CENTRO DE ORTODONCIA,CHUBUT,50260072330176,PUERTO MADRYN,BIEDMA,9120
NODO DE VACUNACION POR COVID-19 LAS TALITAS,TUCUMÁN,53901052199203,TAFI VIEJO,TAFÍ VIEJO,4103
NODO DE VACUNACION POR COVID-19 AUTOVAC,TUCUMÁN,53900842199207,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
POLICONSULTORIOS DE KINESIOLOGIA PSICOLOGIA Y NUTRICION DE LA POLICIA DE SAN JUAN,SAN JUAN,50700282378491,SAN JUAN,CAPITAL,5400
HOGAR MIS NONOS - LUJAN DE CUYO.-,MENDOZA,15500632361517,CHACRAS DE CORIA,LUJÁN DE CUYO,5505
CONSULTORIO DE PSICOLOGIA MALDONADO,TUCUMÁN,50900842399259,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
CONSULTORIO MEDICO ALVAREZ,TUCUMÁN,50900422399285,JUAN BAUTISTA ALBERDI,JUAN BAUTISTA ALBERDI,4158
CONSULTORIOS MEDICOS BOQUET,CHUBUT,50260142330201,EL MAITEN,CUSHAMEN,9210
DISPOSITIVO DE TESTEO COVID DE CAMPAÑA- ABUELO JULIO,BUENOS AIRES,53065882121485,9 DE JULIO,9 DE JULIO,6500
IMOK,CHUBUT,52260072330233,PUERTO MADRYN,BIEDMA,9120
POLICONSULTORIOS CLINICA SAN PATRICIO,SAN JUAN,50700282378499,SAN JUAN,CAPITAL,5400
RESIDENCIA ADROGUE COLONIAL,BUENOS AIRES,15060282321516,ADROGUE,ALMIRANTE BROWN,1846
PUESTO FIJO EL TRASLADO,SALTA,50660562174634,EL TRASLADO,GRL. JOSÉ DE SAN MARTÍN,4561
PUESTO FIJO EL TREMENTINAL,SALTA,50660562174638,EL TREMENTINAL,GRL. JOSÉ DE SAN MARTÍN,4530
CONSULTORIO MEDICO DR. MARCELA BENTURA,TIERRA DEL FUEGO,50940142395616,USHUAIA,USHUAIA,9410
VACUNATORIO CAMPAÑA COVID 19- IOMA - SAN MIGUEL,BUENOS AIRES,53067602121519,SAN MIGUEL,SAN MIGUEL,1663
PUESTO SANITARIO SOL DE MAYO(DPTO. CAPITAL),SANTIAGO DEL ESTERO,50860492193535,SOL DE MAYO,CAPITAL,4200
CENTRO DE SANIDAD ANIMAL Y ZOONOSIS - MUNICIPALIDAD DE LOBOS,BUENOS AIRES,50064832221524,LOBOS,LOBOS,7240
"DIRECCION DE ALIMENTOS, BROMATOLOGIA Y ZOONOSIS - MUNICIPALIDAD DE GENERAL ALVARADO",BUENOS AIRES,50062802221526,MIRAMAR,GENERAL ALVARADO,7607
DEPARTAMENTO DE ZOONOSIS - MUNICIPALIDAD DE CARMEN DE ARECO,BUENOS AIRES,50061612221527,CARMEN DE ARECO,CARMEN DE ARECO,6725
CENTRO MUNICIPAL DE ZOONOSIS DR. ADOLFO FERNANDEZ MUNILLA - MUNICIPALIDAD SAN FERNANDO,BUENOS AIRES,50067492221529,SAN FERNANDO,SAN FERNANDO,1646
DR NAVARRO PEDRO,CHUBUT,50260912330079,SARMIENTO,SARMIENTO ,9020
LABORATORIO DE ANALISIS CLINICOS BIOQ. PASQUINI YANINA,SANTA FE,51820422389046,VILLA CAÑAS,GENERAL LÓPEZ,2607
LABORATORIO DE ANALISIS CLINICOS RAUCH-MONTIVERO,BUENOS AIRES,51061822321244,PUNTA ALTA,CORONEL DE MARINA L. ROSALES,8109
NODO DE VACUNACION POR COVID-19 AGUILARES,TUCUMÁN,53900772199197,AGUILARES,RÍO CHICO,4152
NODO DE VACUNACION POR COVID-19 SIMOCA,TUCUMÁN,53900912399208,SIMOCA,SIMOCA,4172
NODO DE VACUNACION POR COVID-19 GRANEROS,TUCUMÁN,53900352199213,GRANEROS,GRANEROS,4159
LABORATORIO CENTRO DE DIAGNOSTICO ROCA,CHUBUT,51260772330182,TRELEW,RAWSON,9100
POSTA DE VACUNACION COVID 19 DE CAMPAÑA - IOMA ESCOBAR,BUENOS AIRES,53062522121256,BELEN DE ESCOBAR,ESCOBAR,1625
NODO DE VACUNACION POR COVID SERVICIO DE EMERGENCIA 107,TUCUMÁN,53900842199220,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
CONSULTORIO DE NUTRICION,TUCUMÁN,50900842399222,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
CENTRO MEDICO RIVADAVIA ONTIVEROS,SAN LUIS,50740562381047,SAN LUIS,LA CAPITAL,5700
RESIDENCIA GERIATRICA LIBERTAD,BUENOS AIRES,15063712321270,CIUDAD DEL LIBERTADOR GENERAL SAN MARTIN,GENERAL SAN MARTÍN,1650
CENTRO MEDICO NUEVA IMAGEN,SANTA FE,51820212389070,RAFAELA,CASTELLANOS,2300
CENTRO DE DIAGNOSTICO CPO,BUENOS AIRES,50063572321275,MAR DEL PLATA,GENERAL PUEYRREDÓN,7600
C.A.P.S. SAN JOSE- BARRIO VERA,MISIONES,50540772266202,GARUHAPE,LIBERTADOR GRL. SAN MARTÍN,3334
DENTO IMAGEN SH,CHUBUT,51260772330184,TRELEW,RAWSON,9100
LABORATORIO DE ANALISIS CLINICOS SILVA DE CASAS,CATAMARCA,51101052324926,TINOGASTA,TINOGASTA,5340
LABORATORIO GENETICS.-,MENDOZA,51500212361512,GOBERNADOR BENEGAS,GODOY CRUZ,5501
CONSULTORIO DE ODONTOLOGIA ZURRO,TUCUMÁN,50900842399223,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
C.P.A. CONSULTORIO MEDICO NUÑEZ MAS,SAN JUAN,50700772378492,RAWSON,RAWSON,5425
CENTRO MEDICO SANTA RITA,MENDOZA,50500072461519,2A. SECCION,CAPITAL,5500
DIAGNOSTICO MEDICO CHACABUCO,BUENOS AIRES,50062102321461,CHACABUCO,CHACABUCO,6740
HOGAR RUMAH,BUENOS AIRES,15060562321497,BAHIA BLANCA,BAHÍA BLANCA,3155
CENTRO DE BROMATOLOGIA Y ZOONOSIS - MUNICIPALIDAD DE TRES LOMAS,BUENOS AIRES,50068472221531,TRES LOMAS,TRES LOMAS ,6409
CENTRO DE ZOONOSIS - MUNICIPALIDAD DE EZEIZA,BUENOS AIRES,50062702221532,TRISTAN SUAREZ,EZEIZA,1806
OFICINA DE BROMATOLOGIA Y ZOONOSIS - MUNICIPALIDAD DE FLORENTINO AMEGHINO,BUENOS AIRES,50062772221534,FLORENTINO AMEGHINO,FLORENTINO AMEGHINO,6064
DEPARTAMENTO DE BROMATOLOGIA Y ZOONOSIS - MUNICIPALIDAD DE GENERAL MADARIAGA,BUENOS AIRES,50063152221535,GENERAL JUAN MADARIAGA,GENERAL JUAN MADARIAGA,7163
CENTRO DE ZOONOSIS - MONTE,BUENOS AIRES,50065472221537,SAN MIGUEL DEL MONTE,MONTE,7220
CLINICA DE PSICOTERAPIA PSICOANALITICA.-,MENDOZA,52500212361533,GODOY CRUZ,GODOY CRUZ,5501
IMO SRL,CHUBUT,51260352330235,ESQUEL,FUTALEUFÚ,9200
CENTRO DE DIALISIS NEFROGEN,TUCUMÁN,52900843099457,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
LABORATORIO DE BACTERIOLOGIA DE LA FACULTAD DE BIOQUIMICA DE LA UNT,TUCUMÁN,51900842599460,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
VITALIA CONSULTORIOS,LA PAMPA,50420212354631,SANTA ROSA,CAPITAL,6300
CENTROS MEDICOS OSDEPYM,BUENOS AIRES,50065682321282,MORON,MORÓN,1744
CONSULTORIO MEDICO JIMENEZ,TUCUMÁN,50900842399237,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
CENTRO MEDICO BALEIRON,MISIONES,50540772366203,PUERTO RICO,LIBERTADOR GRL. SAN MARTÍN,3334
CENOR CENTRO DE TERAPIA RADIANTE,SAN LUIS,50740562381048,SAN LUIS,LA CAPITAL,5700
DISPOSITIVO DE TESTEO COVID 19 DE CAMPAÑA - POLIDEPORTIVO VILLA GESELL,BUENOS AIRES,53068682121298,VILLA GESELL,VILLA GESELL ,7165
SIGNA IMAGENES MEDICAS VILLA MERCEDES,SAN LUIS,51740352381049,VILLA MERCEDES,GENERAL PEDERNERA,5730
LABORATORIO DE ANALISIS CLINICOS DRA. MARIELA SERRA,BUENOS AIRES,51060702321302,BARADERO,BARADERO,2942
AEDIS MEI CONSULTORIOS,CHUBUT,50260772330186,RAWSON,RAWSON,9103
SABBIONE JOSE MANUEL R LABORATORIO DE ANALISIS CLINICOS,ENTRE RÍOS,51300842343946,PARANA,PARANÁ,3100
ERMED SAS,BUENOS AIRES,53068402321305,CASEROS,TRES DE FEBRERO,1678
CENTRO DE REHABILITACION NEUROLOGICA PUKARAY,LA RIOJA,52460142355770,LA RIOJA,CAPITAL,5300
LABORATORIO DE ANALISIS CLINICOS BEN HUR,SANTA FE,51820212389079,RAFAELA,CASTELLANOS,2300
LA CASITA DE JULY,BUENOS AIRES,52068822321309,ZARATE,ZÁRATE ,2800
CENTRO MEDICO LABORAL LUZURIAGA,BUENOS AIRES,10064902321310,LLAVALLOL,LOMAS DE ZAMORA,1836
CAPS HUARPES,SAN LUIS,50740072181050,LA TRANCA,AYACUCHO,5421
CONSULTORIOS DE PSICOLOGIA ZANETTA RIVAROLA,CHUBUT,50260772330120,TRELEW,RAWSON,9100
PSICOLOGIA,CHUBUT,50260212330174,COMODORO RIVADAVIA,ESCALANTE,3240
RESIDENCIA LA RENATA,CABA,15020072319630,FLORES,COMUNA 7,1406
POSTA VACUNATORIO CAMPAÑA COVID 19- IOMA ESCOBAR,BUENOS AIRES,53062522121392,BELEN DE ESCOBAR,ESCOBAR,1625
LABORATORIO BIOQUIMICO LABSA,BUENOS AIRES,51062032321538,CORONEL SUAREZ,CORONEL SUÁREZ,7540
CONSULTORIO DE PSICOLOGIA SAL,TUCUMÁN,50901192399464,YERBA BUENA - MARCOS PAZ,YERBA BUENA,4124
MOVIL DE TRASLADO SANITARIO TOPA,TUCUMÁN,53900842399465,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
CENTRO MEDICO LYN,TUCUMÁN,50900562399467,BELLA VISTA,LEALES,4168
LABORATORIO DE ANALISIS CLINICOS RELVA,BUENOS AIRES,51067142321539,SALTO,SALTO,2741
LABORATORIO DE ANALISIS CLINICOS BEATRIZ DEL VALLE CUEVAS,BUENOS AIRES,51064342321540,VALENTIN ALSINA,LANÚS,1822
CONSULTORIO DE ODONTOLOGIA JAMMAL,TUCUMÁN,50900842399469,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
CONSULTORIO DE FONOAUDIOLOGIA,TUCUMÁN,50900422399471,JUAN BAUTISTA ALBERDI,JUAN BAUTISTA ALBERDI,4158
CENTRO MEDICO LULES SALUDABLE,TUCUMÁN,50900632399473,LULES,LULES,4128
SERVICIO DE TRASLADO SANITARIO CARO,TUCUMÁN,53900562399475,SANTA ROSA DE LEALES,LEALES,4168
LACBA - LABORATORIO DE ANALISIS CLINICOS Y BACTERIOLOGICOS,BUENOS AIRES,51061122321541,BRAGADO,BRAGADO,6640
COOPERATIVA DE TRABAJO SOÑAR SALUD LIMITADA,ENTRE RÍOS,53300842343955,PARANA,PARANÁ,3100
LABORATORIO DE ANALISIS CLINICOS ELEMBERG LOPEZ,BUENOS AIRES,51060352321542,AVELLANEDA,AVELLANEDA,1870
POSTA VACUNATORIO MOVIL HOSCAM  COVID 19 JUJUY,JUJUY,53380212151188,SAN SALVADOR DE JUJUY,DR. MANUEL BELGRANO,4600
KINESICO,CHUBUT,50260212330109,RADA TILLY,ESCALANTE,9001
POLO DE SALUD VISTALBA.-,MENDOZA,50500632361506,VISTALBA,LUJÁN DE CUYO,5549
LABORATORIO DE ANALISIS CLINICOS DRA. VERONICA ORTUBE,BUENOS AIRES,51066862321221,ROJAS,ROJAS,2705
LABORATORIO DE ANALISIS CLINICOS PADELLETTI,BUENOS AIRES,51060072321243,RIVERA,ADOLFO ALSINA,6441
CONSULTORIO ODONTOLOGICO MONTINI,TUCUMÁN,50900842399233,SAN MIGUEL DE TUCUMAN,CAPITAL,4000
SERVICIO DE TRASLADO SANITARIO LEVIN,TUCUMÁN,53901052399238,TAFI VIEJO,TAFÍ VIEJO,4103
CS REPRESA DEL CARMEN,SAN LUIS,50740142181053,REPRESA DEL CARMEN,BELGRANO,5719
CENTRO DE DIALISIS NEFRODEHA SRL,BUENOS AIRES,52065682321315,HAEDO,MORÓN,1706
CONTEMPLAR SALUD S.A.S.,BUENOS AIRES,53067912321316,TANDIL,TANDIL,7000
VACUNATORIO CAMPAÑA COVID 19-  IOMA - TANDIL,BUENOS AIRES,53067912121324,TANDIL,TANDIL,7000
OPTICA LA CAPITAL,CHUBUT,53260772330191,RAWSON,RAWSON,9103
RESIDENCIA GERIATRICA PRIVADA LA MORADA,CÓRDOBA,15140142336386,CORDOBA,CAPITAL,5000
DIRECCION DE REGION SANITARIA 8 METROPOLITANA,CHACO,50221402127606,RESISTENCIA,SAN FERNANDO,3500
HOSPITAL OFTALMOLOGICO DR. AGUIRRE MUNDANI,BUENOS AIRES,14063642221335,GENERAL RODRIGUEZ,GENERAL RODRÍGUEZ,1748
CENTRO MEDICO PUNTA ALTA -IOSFA-,BUENOS AIRES,50061822421344,PUNTA ALTA,CORONEL DE MARINA L. ROSALES,8109
CLINICA ODONTOLOGICA,BUENOS AIRES,50060352321345,VILLA DOMINICO,AVELLANEDA,1874
C.P.A. CONSULTORIO ODONTOLOGICOS MIÑONES,CABA,50020022319628,RECOLETA,COMUNA 2,1113
CONSULTORIO LOMBARDO,BUENOS AIRES,50065682321346,CASTELAR,MORÓN,1712
DISPOSITIVO DE TESTEO COVID 19 DE CAMPAÑA - MERLO,BUENOS AIRES,53065393021349,MERLO,MERLO,1722
LABORATORIO DE ANALISIS CLINICOS S.V. SALUD,SANTIAGO DEL ESTERO,51860492393520,SANTIAGO DEL ESTERO,CAPITAL,4200
NODOD DE VACUNACION POR COVID-19 LA COCHA,TUCUMÁN,53900492199214,LA COCHA,LA COCHA,4162
VACUNATORIO DEL SERVICIO SOCIAL MUNICIPAL,SANTIAGO DEL ESTERO,53860492793530,SANTIAGO DEL ESTERO,CAPITAL,4200
QUALITY CONSULTORIO MEDICOS,TUCUMÁN,50901192399274,YERBA BUENA - MARCOS PAZ,YERBA BUENA,4124
